UDI,Product ID,p_failure,rank,alert_topk,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
678,L47857,0.0,8841,False,L,297.9,309.2,1478,39.7,10,0,0,0,0,0,0
680,L47859,0.0,8842,False,L,297.8,309.2,1372,47.3,15,0,0,0,0,0,0
681,M15540,0.0,8843,False,M,297.8,309.1,1432,42.6,17,0,0,0,0,0,0
682,M15541,0.0,8844,False,M,297.7,309.0,1656,33.2,20,0,0,0,0,0,0
684,L47863,0.0,8845,False,L,297.7,309.0,1874,24.4,28,0,0,0,0,0,0
685,L47864,0.0,8846,False,L,297.7,309.0,1538,43.2,30,0,0,0,0,0,0
687,M15546,0.0,8847,False,M,297.7,309.0,1504,40.4,35,0,0,0,0,0,0
688,M15547,0.0,8848,False,M,297.7,309.0,1531,42.4,38,0,0,0,0,0,0
689,H30102,0.0,8849,False,H,297.6,309.0,1735,26.4,41,0,0,0,0,0,0
691,H30104,0.0,8850,False,H,297.6,309.0,1413,40.2,51,0,0,0,0,0,0
692,L47871,0.0,8851,False,L,297.7,309.1,1563,39.3,56,0,0,0,0,0,0
693,L47872,0.0,8852,False,L,297.7,309.1,1479,42.1,58,0,0,0,0,0,0
694,L47873,0.0,8853,False,L,297.7,309.1,1477,38.3,60,0,0,0,0,0,0
696,L47875,0.0,8854,False,L,297.6,309.0,1487,45.4,64,0,0,0,0,0,0
697,M15556,0.0,8855,False,M,297.6,309.0,1815,25.3,66,0,0,0,0,0,0
698,M15557,0.0,8856,False,M,297.6,308.8,1453,39.7,69,0,0,0,0,0,0
699,L47878,0.0,8857,False,L,297.6,308.8,1539,40.2,72,0,0,0,0,0,0
700,H30113,0.0,8858,False,H,297.5,308.7,1416,39.2,74,0,0,0,0,0,0
701,M15560,0.0,8859,False,M,297.6,308.8,1683,31.6,79,0,0,0,0,0,0
702,L47881,0.0,8860,False,L,297.7,308.8,1515,40.1,82,0,0,0,0,0,0
705,L47884,0.0,8861,False,L,297.7,308.9,1516,33.7,92,0,0,0,0,0,0
707,M15566,0.0,8862,False,M,297.8,309.0,1434,43.3,96,0,0,0,0,0,0
708,L47887,0.0,8863,False,L,297.7,308.9,1838,27.3,99,0,0,0,0,0,0
722,L47901,0.0,8864,False,L,297.5,308.9,1696,30.9,133,0,0,0,0,0,0
724,M15583,0.0,8865,False,M,297.4,308.9,1500,46.3,137,0,0,0,0,0,0
727,M15586,0.0,8866,False,M,297.4,308.8,1628,37.4,144,0,0,0,0,0,0
728,H30141,0.0,8867,False,H,297.3,308.6,1499,37.6,147,0,0,0,0,0,0
730,L47909,0.0,8868,False,L,297.3,308.6,1586,37.7,155,0,0,0,0,0,0
733,L47912,0.0,8869,False,L,297.2,308.6,1924,22.1,163,0,0,0,0,0,0
734,M15593,0.0,8870,False,M,297.1,308.4,1421,42.0,165,0,0,0,0,0,0
736,L47915,0.0,8871,False,L,296.9,308.4,1557,32.4,173,0,0,0,0,0,0
737,L47916,0.0,8872,False,L,296.9,308.3,1555,38.2,175,0,0,0,0,0,0
767,L47946,0.0,8873,False,L,296.8,308.0,1561,38.3,9,0,0,0,0,0,0
769,L47948,0.0,8874,False,L,296.9,308.0,1713,29.3,13,0,0,0,0,0,0
773,H30186,0.0,8875,False,H,296.8,308.0,1453,51.0,24,0,0,0,0,0,0
774,L47953,0.0,8876,False,L,296.8,308.0,1510,39.4,29,0,0,0,0,0,0
775,L47954,0.0,8877,False,L,296.8,307.9,1448,48.8,31,0,0,0,0,0,0
776,L47955,0.0,8878,False,L,296.7,307.8,1453,46.0,33,0,0,0,0,0,0
777,L47956,0.0,8879,False,L,296.7,307.8,1468,39.2,35,0,0,0,0,0,0
779,L47958,0.0,8880,False,L,296.7,308.0,1580,32.2,39,0,0,0,0,0,0
780,L47959,0.0,8881,False,L,296.8,308.0,1666,29.8,41,0,0,0,0,0,0
782,L47961,0.0,8882,False,L,296.8,308.0,1675,29.7,46,0,0,0,0,0,0
783,L47962,0.0,8883,False,L,296.8,307.9,1698,30.8,48,0,0,0,0,0,0
784,H30197,0.0,8884,False,H,296.7,307.9,1579,33.4,50,0,0,0,0,0,0
785,L47964,0.0,8885,False,L,296.7,307.9,1743,27.9,55,0,0,0,0,0,0
787,L47966,0.0,8886,False,L,296.9,308.1,1741,28.8,60,0,0,0,0,0,0
790,M15649,0.0,8887,False,M,296.9,308.0,1641,33.3,67,0,0,0,0,0,0
792,L47971,0.0,8888,False,L,296.8,307.9,1611,35.4,72,0,0,0,0,0,0
794,M15653,0.0,8889,False,M,296.8,307.9,1683,31.8,76,0,0,0,0,0,0
797,M15656,0.0,8890,False,M,296.9,307.9,2010,18.9,86,0,0,0,0,0,0
798,L47977,0.0,8891,False,L,296.8,307.7,1565,40.1,89,0,0,0,0,0,0
814,L47993,0.0,8892,False,L,296.8,307.6,1513,40.0,130,0,0,0,0,0,0
815,M15674,0.0,8893,False,M,296.8,307.5,1470,45.9,132,0,0,0,0,0,0
824,M15683,0.0,8894,False,M,296.6,307.5,1482,39.9,153,0,0,0,0,0,0
825,L48004,0.0,8895,False,L,296.6,307.4,1436,42.8,156,0,0,0,0,0,0
826,L48005,0.0,8896,False,L,296.6,307.3,1474,40.0,158,0,0,0,0,0,0
828,L48007,0.0,8897,False,L,296.5,307.3,1501,42.1,162,0,0,0,0,0,0
829,L48008,0.0,8898,False,L,296.5,307.3,1566,37.2,164,0,0,0,0,0,0
832,M15691,0.0,8899,False,M,296.6,307.4,1544,42.3,170,0,0,0,0,0,0
840,M15699,0.0,8900,False,M,296.5,307.4,1565,43.5,194,0,0,0,0,0,0
850,H30263,0.0,8901,False,H,296.4,307.4,1586,35.5,0,0,0,0,0,0,0
851,L48030,0.0,8902,False,L,296.3,307.3,1567,31.4,5,0,0,0,0,0,0
854,L48033,0.0,8903,False,L,296.3,307.3,1444,49.0,13,0,0,0,0,0,0
855,M15714,0.0,8904,False,M,296.3,307.3,1498,41.6,15,0,0,0,0,0,0
856,L48035,0.0,8905,False,L,296.1,307.2,1615,30.8,18,0,0,0,0,0,0
859,M15718,0.0,8906,False,M,296.2,307.0,1516,37.6,25,0,0,0,0,0,0
860,H30273,0.0,8907,False,H,296.2,307.0,1542,40.6,28,0,0,0,0,0,0
861,H30274,0.0,8908,False,H,296.1,306.9,1541,32.6,33,0,0,0,0,0,0
863,H30276,0.0,8909,False,H,296.1,306.8,1645,31.0,41,0,0,0,0,0,0
864,L48043,0.0,8910,False,L,296.0,306.7,1416,44.2,46,0,0,0,0,0,0
866,L48045,0.0,8911,False,L,295.9,306.6,1414,50.2,51,0,0,0,0,0,0
868,H30281,0.0,8912,False,H,295.9,306.5,1594,33.2,55,0,0,0,0,0,0
869,M15728,0.0,8913,False,M,295.8,306.5,1514,37.7,60,0,0,0,0,0,0
934,L48113,0.0,8914,False,L,295.5,306.0,1597,37.2,16,0,0,0,0,0,0
940,L48119,0.0,8915,False,L,295.5,306.1,1488,40.7,31,0,0,0,0,0,0
941,L48120,0.0,8916,False,L,295.6,306.2,1443,48.9,33,0,0,0,0,0,0
943,M15802,0.0,8917,False,M,295.7,306.3,1462,44.3,37,0,0,0,0,0,0
944,M15803,0.0,8918,False,M,295.6,306.2,1477,45.0,40,0,0,0,0,0,0
948,L48127,0.0,8919,False,L,295.6,306.2,1428,44.5,51,0,0,0,0,0,0
950,L48129,0.0,8920,False,L,295.6,306.3,1636,32.7,56,0,0,0,0,0,0
951,L48130,0.0,8921,False,L,295.6,306.2,1424,42.5,58,0,0,0,0,0,0
952,H30365,0.0,8922,False,H,295.6,306.3,1509,35.8,60,0,0,0,0,0,0
955,H30368,0.0,8923,False,H,295.6,306.2,1414,42.5,69,0,0,0,0,0,0
961,L48140,0.0,8924,False,L,295.8,306.5,1534,37.9,88,0,0,0,0,0,0
962,L48141,0.0,8925,False,L,295.8,306.5,1493,40.5,90,0,0,0,0,0,0
963,M15822,0.0,8926,False,M,295.8,306.6,1480,43.2,92,0,0,0,0,0,0
966,L48145,0.0,8927,False,L,295.8,306.6,1508,46.5,99,0,0,0,0,0,0
969,L48148,0.0,8928,False,L,295.9,306.7,1547,40.9,107,0,0,0,0,0,0
970,L48149,0.0,8929,False,L,295.9,306.6,1412,41.0,109,0,0,0,0,0,0
972,L48151,0.0,8930,False,L,295.9,306.6,1557,41.1,113,0,0,0,0,0,0
976,M15835,0.0,8931,False,M,296.0,306.6,1628,36.8,121,0,0,0,0,0,0
979,M15838,0.0,8932,False,M,296.2,306.8,1526,42.3,129,0,0,0,0,0,0
981,L48160,0.0,8933,False,L,296.1,306.7,1409,42.8,134,0,0,0,0,0,0
983,L48162,0.0,8934,False,L,296.2,306.9,1516,39.1,138,0,0,0,0,0,0
992,M15851,0.0,8935,False,M,296.1,307.0,1523,42.0,164,0,0,0,0,0,0
1008,M15867,0.0,8936,False,M,296.2,307.2,1633,31.1,0,0,0,0,0,0,0
1010,M15869,0.0,8937,False,M,296.2,307.2,1385,44.0,5,0,0,0,0,0,0
1011,M15870,0.0,8938,False,M,296.2,307.2,1552,34.8,8,0,0,0,0,0,0
1012,M15871,0.0,8939,False,M,296.2,307.3,1451,42.8,11,0,0,0,0,0,0
1013,M15872,0.0,8940,False,M,296.1,307.1,1433,38.5,14,0,0,0,0,0,0
1014,M15873,0.0,8941,False,M,296.1,307.2,1619,29.7,17,0,0,0,0,0,0
1018,L48197,0.0,8942,False,L,296.3,307.2,1637,31.6,27,0,0,0,0,0,0
1022,M15881,0.0,8943,False,M,296.3,307.2,1454,42.5,35,0,0,0,0,0,0
1023,L48202,0.0,8944,False,L,296.2,307.2,1515,36.5,38,0,0,0,0,0,0
1025,L48204,0.0,8945,False,L,296.2,307.3,1711,29.9,42,0,0,0,0,0,0
1026,L48205,0.0,8946,False,L,296.2,307.3,1475,37.0,44,0,0,0,0,0,0
1027,L48206,0.0,8947,False,L,296.4,307.4,1512,36.8,46,0,0,0,0,0,0
1029,L48208,0.0,8948,False,L,296.3,307.4,1472,39.9,51,0,0,0,0,0,0
1030,M15889,0.0,8949,False,M,296.2,307.3,1477,35.2,53,0,0,0,0,0,0
1031,L48210,0.0,8950,False,L,296.3,307.4,1760,28.4,56,0,0,0,0,0,0
1032,L48211,0.0,8951,False,L,296.4,307.5,1549,36.1,58,0,0,0,0,0,0
1033,L48212,0.0,8952,False,L,296.3,307.4,1648,34.0,60,0,0,0,0,0,0
1034,H30447,0.0,8953,False,H,296.4,307.5,1556,38.0,62,0,0,0,0,0,0
1039,L48218,0.0,8954,False,L,296.6,307.6,1498,41.1,80,0,0,0,0,0,0
1041,L48220,0.0,8955,False,L,296.7,307.7,1502,43.9,84,0,0,0,0,0,0
1045,L48224,0.0,8956,False,L,296.5,307.6,1512,43.6,92,0,0,0,0,0,0
1049,L48228,0.0,8957,False,L,296.5,307.6,1607,33.5,104,0,0,0,0,0,0
1054,M15913,0.0,8958,False,M,296.7,307.7,1597,32.1,114,0,0,0,0,0,0
1057,L48236,0.0,8959,False,L,296.8,307.8,1565,39.5,124,0,0,0,0,0,0
1059,L48238,0.0,8960,False,L,296.7,307.8,1605,31.3,128,0,0,0,0,0,0
1060,M15919,0.0,8961,False,M,296.7,307.9,1874,21.3,130,0,0,0,0,0,0
1066,L48245,0.0,8962,False,L,296.8,307.9,1718,25.2,148,0,0,0,0,0,0
1075,L48254,0.0,8963,False,L,297.0,307.9,1595,31.7,170,0,0,0,0,0,0
1094,M15953,0.0,8964,False,M,296.8,307.5,1443,39.2,13,0,0,0,0,0,0
1100,M15959,0.0,8965,False,M,296.8,307.4,1472,43.9,30,0,0,0,0,0,0
1101,H30514,0.0,8966,False,H,296.8,307.5,1695,30.0,33,0,0,0,0,0,0
1102,H30515,0.0,8967,False,H,296.7,307.5,1607,33.6,38,0,0,0,0,0,0
1104,M15963,0.0,8968,False,M,296.7,307.4,1540,38.7,45,0,0,0,0,0,0
1105,L48284,0.0,8969,False,L,296.6,307.4,1389,42.7,48,0,0,0,0,0,0
1107,L48286,0.0,8970,False,L,296.7,307.6,1540,38.6,53,0,0,0,0,0,0
1108,M15967,0.0,8971,False,M,296.7,307.5,1515,42.1,55,0,0,0,0,0,0
1109,L48288,0.0,8972,False,L,296.6,307.4,1504,45.8,58,0,0,0,0,0,0
1110,L48289,0.0,8973,False,L,296.6,307.5,1557,35.1,60,0,0,0,0,0,0
1114,M15973,0.0,8974,False,M,296.6,307.4,1790,25.8,72,0,0,0,0,0,0
1118,L48297,0.0,8975,False,L,296.5,307.4,1523,40.7,85,0,0,0,0,0,0
1121,H30534,0.0,8976,False,H,296.6,307.7,1654,31.0,91,0,0,0,0,0,0
1123,L48302,0.0,8977,False,L,296.5,307.6,1541,38.5,98,0,0,0,0,0,0
1127,L48306,0.0,8978,False,L,296.8,307.9,1706,30.8,111,0,0,0,0,0,0
1128,M15987,0.0,8979,False,M,296.7,307.8,1672,32.4,113,0,0,0,0,0,0
1129,M15988,0.0,8980,False,M,296.8,307.9,1843,25.2,116,0,0,0,0,0,0
1130,L48309,0.0,8981,False,L,296.7,307.9,1690,29.6,119,0,0,0,0,0,0
1132,L48311,0.0,8982,False,L,296.8,307.9,1489,33.4,123,0,0,0,0,0,0
1140,M15999,0.0,8983,False,M,297.0,307.9,1569,33.3,141,0,0,0,0,0,0
1142,L48321,0.0,8984,False,L,297.0,307.9,1635,31.6,147,0,0,0,0,0,0
1147,L48326,0.0,8985,False,L,297.0,307.9,1529,42.2,157,0,0,0,0,0,0
1176,M16035,0.0,8986,False,M,297.2,308.3,1578,37.8,3,0,0,0,0,0,0
1178,M16037,0.0,8987,False,M,297.2,308.3,1604,39.4,9,0,0,0,0,0,0
1181,H30594,0.0,8988,False,H,297.3,308.4,1531,35.6,16,0,0,0,0,0,0
1184,L48363,0.0,8989,False,L,297.3,308.4,1513,40.5,25,0,0,0,0,0,0
1188,M16047,0.0,8990,False,M,297.4,308.6,1522,38.0,33,0,0,0,0,0,0
1190,M16049,0.0,8991,False,M,297.2,308.3,1794,27.5,38,0,0,0,0,0,0
1191,L48370,0.0,8992,False,L,297.2,308.4,1460,42.1,41,0,0,0,0,0,0
1192,M16051,0.0,8993,False,M,297.2,308.3,1776,28.0,43,0,0,0,0,0,0
1195,M16054,0.0,8994,False,M,297.0,308.1,1507,43.1,51,0,0,0,0,0,0
1199,H30612,0.0,8995,False,H,296.9,307.9,1557,36.5,63,0,0,0,0,0,0
1200,M16059,0.0,8996,False,M,296.9,307.9,1979,20.4,68,0,0,0,0,0,0
1202,L48381,0.0,8997,False,L,296.9,308.0,1658,41.0,74,0,0,0,0,0,0
1205,L48384,0.0,8998,False,L,296.9,308.0,1521,34.5,84,0,0,0,0,0,0
1208,M16067,0.0,8999,False,M,297.0,308.1,1573,34.9,93,0,0,0,0,0,0
1214,M16073,0.0,9000,False,M,296.8,307.8,1551,38.9,112,0,0,0,0,0,0
1219,M16078,0.0,9001,False,M,297.0,308.2,1702,30.7,124,0,0,0,0,0,0
1221,L48400,0.0,9002,False,L,297.0,308.2,1577,29.4,130,0,0,0,0,0,0
1222,M16081,0.0,9003,False,M,297.0,308.3,1399,46.4,132,0,0,0,0,0,1
1225,L48404,0.0,9004,False,L,297.1,308.3,1763,25.7,139,0,0,0,0,0,0
1226,H30639,0.0,9005,False,H,297.1,308.3,1492,41.5,141,0,0,0,0,0,0
1227,L48406,0.0,9006,False,L,297.1,308.4,1488,42.5,146,0,0,0,0,0,0
1229,M16088,0.0,9007,False,M,297.1,308.4,1583,38.2,150,0,0,0,0,0,0
1231,M16090,0.0,9008,False,M,297.1,308.4,1880,23.5,155,0,0,0,0,0,0
1232,M16091,0.0,9009,False,M,297.2,308.5,1604,40.7,158,0,0,0,0,0,0
1233,L48412,0.0,9010,False,L,297.2,308.6,1500,37.1,161,0,0,0,0,0,0
1236,H30649,0.0,9011,False,H,297.1,308.4,1654,31.4,171,0,0,0,0,0,0
1239,M16098,0.0,9012,False,M,297.1,308.4,1615,32.6,184,0,0,0,0,0,0
1241,L48420,0.0,9013,False,L,297.2,308.6,1636,31.3,192,0,0,0,0,0,0
1242,M16101,0.0,9014,False,M,297.1,308.5,1621,32.4,194,0,0,0,0,0,0
1255,H30668,0.0,9015,False,H,297.5,308.8,1430,49.4,2,0,0,0,0,0,0
1256,H30669,0.0,9016,False,H,297.5,308.9,1419,50.7,7,0,0,0,0,0,0
1257,M16116,0.0,9017,False,M,297.5,308.9,1535,37.7,12,0,0,0,0,0,0
1258,L48437,0.0,9018,False,L,297.5,308.9,1466,43.0,15,0,0,0,0,0,0
1259,L48438,0.0,9019,False,L,297.5,308.9,1427,50.4,17,0,0,0,0,0,0
1260,M16119,0.0,9020,False,M,297.5,308.9,1280,48.5,19,0,0,0,0,0,0
1261,L48440,0.0,9021,False,L,297.6,309.0,1528,33.8,22,0,0,0,0,0,0
1262,H30675,0.0,9022,False,H,297.6,309.0,1885,25.2,24,0,0,0,0,0,0
1263,H30676,0.0,9023,False,H,297.8,309.2,1648,33.0,29,0,0,0,0,0,0
1266,L48445,0.0,9024,False,L,297.9,309.4,1558,35.7,39,0,0,0,0,0,0
1267,L48446,0.0,9025,False,L,298.0,309.6,1633,34.8,41,0,0,0,0,0,0
1268,M16127,0.0,9026,False,M,298.1,309.6,1549,38.7,43,0,0,0,0,0,0
1272,H30685,0.0,9027,False,H,298.0,309.4,1490,40.5,53,0,0,0,0,0,0
1273,H30686,0.0,9028,False,H,298.0,309.4,1562,38.1,58,0,0,0,0,0,0
1275,H30688,0.0,9029,False,H,298.1,309.5,1530,40.2,65,0,0,0,0,0,0
1277,M16136,0.0,9030,False,M,298.2,309.4,1693,34.4,73,0,0,0,0,0,0
1280,M16139,0.0,9031,False,M,298.3,309.6,1531,40.1,81,0,0,0,0,0,0
1290,M16149,0.0,9032,False,M,298.6,309.7,1635,32.2,110,0,0,0,0,0,0
1310,L48489,0.0,9033,False,L,298.9,310.2,1654,31.1,158,0,0,0,0,0,0
1338,H30751,0.0,9034,False,H,298.7,310.2,1613,36.0,0,0,0,0,0,0,0
1340,M16199,0.0,9035,False,M,298.6,310.2,1668,31.5,7,0,0,0,0,0,0
1341,L48520,0.0,9036,False,L,298.6,310.2,1569,36.3,10,0,0,0,0,0,0
1342,M16201,0.0,9037,False,M,298.6,310.2,1328,50.5,12,0,0,0,0,0,0
1343,M16202,0.0,9038,False,M,298.6,310.1,1596,33.0,15,0,0,0,0,0,0
1344,L48523,0.0,9039,False,L,298.5,310.2,1676,32.7,18,0,0,0,0,0,0
1346,L48525,0.0,9040,False,L,298.5,310.0,1804,26.1,22,0,0,0,0,0,0
1347,L48526,0.0,9041,False,L,298.6,310.1,1533,33.9,24,0,0,0,0,0,0
1352,L48531,0.0,9042,False,L,298.7,310.2,1525,43.7,34,0,0,0,0,0,0
1353,M16212,0.0,9043,False,M,298.7,310.2,1598,33.3,36,0,0,0,0,0,0
1356,M16215,0.0,9044,False,M,298.6,310.0,1681,35.5,44,0,0,0,0,0,0
1359,M16218,0.0,9045,False,M,298.7,310.1,1693,31.9,51,0,0,0,0,0,0
1361,H30774,0.0,9046,False,H,298.8,310.2,1707,27.6,56,0,0,0,0,0,0
1362,M16221,0.0,9047,False,M,298.6,310.1,1458,41.9,61,0,0,0,0,0,0
1363,L48542,0.0,9048,False,L,298.6,310.0,1517,41.2,64,0,0,0,0,0,0
1365,L48544,0.0,9049,False,L,298.7,310.2,1566,33.1,68,0,0,0,0,0,0
1368,M16227,0.0,9050,False,M,298.8,310.2,1581,37.5,75,0,0,0,0,0,0
1370,M16229,0.0,9051,False,M,298.7,310.3,1481,41.5,83,0,0,0,0,0,0
1371,L48550,0.0,9052,False,L,298.7,310.3,1451,40.0,86,0,0,0,0,0,0
1372,M16231,0.0,9053,False,M,298.7,310.3,1495,38.7,88,0,0,0,0,0,0
1373,M16232,0.0,9054,False,M,298.8,310.3,1573,41.8,91,0,0,0,0,0,0
1376,M16235,0.0,9055,False,M,298.8,310.3,1528,37.1,99,0,0,0,0,0,0
1381,L48560,0.0,9056,False,L,298.7,310.1,1786,27.7,114,0,0,0,0,0,0
1394,L48573,0.0,9057,False,L,299.1,310.4,1594,33.3,147,0,0,0,0,0,0
1395,L48574,0.0,9058,False,L,299.1,310.4,1527,44.0,149,0,0,0,0,0,0
1430,M16289,0.0,9059,False,M,298.9,310.0,1456,43.8,15,0,0,0,0,0,0
1444,L48623,0.0,9060,False,L,298.9,310.1,1602,38.2,58,0,0,0,0,0,0
1447,M16306,0.0,9061,False,M,299.0,310.2,1628,35.8,64,0,0,0,0,0,0
1449,M16308,0.0,9062,False,M,299.0,310.3,1657,31.0,70,0,0,0,0,0,0
1450,H30863,0.0,9063,False,H,299.0,310.4,1677,30.8,73,0,0,0,0,0,0
1453,L48632,0.0,9064,False,L,299.0,310.3,1584,34.4,83,0,0,0,0,0,0
1460,L48639,0.0,9065,False,L,299.0,310.3,1472,36.1,97,0,0,0,0,0,0
1511,M16370,0.0,9066,False,M,298.1,308.7,1547,38.9,0,0,0,0,0,0,0
1512,L48691,0.0,9067,False,L,298.1,308.7,1642,30.3,3,0,0,0,0,0,0
1513,H30926,0.0,9068,False,H,298.0,308.7,1503,36.3,5,0,0,0,0,0,0
1514,L48693,0.0,9069,False,L,298.1,308.7,1568,32.9,10,0,0,0,0,0,0
1515,M16374,0.0,9070,False,M,298.1,308.8,1628,37.6,12,0,0,0,0,0,0
1521,L48700,0.0,9071,False,L,298.3,309.1,1472,40.1,31,0,0,0,0,0,0
1522,M16381,0.0,9072,False,M,298.2,308.9,1585,34.3,33,0,0,0,0,0,0
1523,H30936,0.0,9073,False,H,298.2,309.0,1562,37.7,36,0,0,0,0,0,0
1524,L48703,0.0,9074,False,L,298.3,309.0,1519,36.9,41,0,0,0,0,0,0
1527,L48706,0.0,9075,False,L,298.1,309.0,1787,27.6,47,0,0,0,0,0,0
1529,L48708,0.0,9076,False,L,298.1,309.0,1559,34.0,54,0,0,0,0,0,0
1535,L48714,0.0,9077,False,L,298.0,308.8,1757,29.1,71,0,0,0,0,0,0
1539,L48718,0.0,9078,False,L,298.4,309.1,1798,29.6,81,0,0,0,0,0,0
1597,L48776,0.0,9079,False,L,298.0,308.1,1877,24.3,0,0,0,0,0,0,0
1598,L48777,0.0,9080,False,L,297.9,308.1,1531,40.8,2,0,0,0,0,0,0
1599,L48778,0.0,9081,False,L,297.9,308.0,1501,36.7,4,0,0,0,0,0,0
1601,M16460,0.0,9082,False,M,297.8,307.8,1543,43.7,8,0,0,0,0,0,0
1602,L48781,0.0,9083,False,L,297.8,307.8,1597,38.2,11,0,0,0,0,0,0
1604,M16463,0.0,9084,False,M,297.8,307.8,1622,32.1,18,0,0,0,0,0,0
1607,L48786,0.0,9085,False,L,297.8,307.7,1505,39.7,25,0,0,0,0,0,0
1609,L48788,0.0,9086,False,L,297.8,307.7,1393,38.0,29,0,0,0,0,0,0
1611,L48790,0.0,9087,False,L,297.8,307.8,1573,37.9,33,0,0,0,0,0,0
1613,M16472,0.0,9088,False,M,297.9,307.9,1540,39.8,38,0,0,0,0,0,0
1618,L48797,0.0,9089,False,L,297.8,307.8,1563,34.3,53,0,0,0,0,0,0
1621,L48800,0.0,9090,False,L,297.9,307.7,1492,43.7,59,0,0,0,0,0,0
1622,L48801,0.0,9091,False,L,297.7,307.6,1844,21.9,61,0,0,0,0,0,0
1623,H31036,0.0,9092,False,H,297.7,307.6,1538,38.3,63,0,0,0,0,0,0
1647,M16506,0.0,9093,False,M,297.9,307.7,1527,42.8,125,0,0,0,0,0,0
1691,M16550,0.0,9094,False,M,297.9,307.4,1435,42.9,18,0,0,0,0,0,0
1692,L48871,0.0,9095,False,L,297.9,307.5,1602,38.3,21,0,0,0,0,0,0
1697,L48876,0.0,9096,False,L,297.9,307.6,1550,39.0,35,0,0,0,0,0,0
1698,M16557,0.0,9097,False,M,297.9,307.6,1519,44.0,37,0,0,0,0,0,0
1701,M16560,0.0,9098,False,M,298.0,307.6,1844,23.8,44,0,0,0,0,0,0
1705,M16564,0.0,9099,False,M,298.1,307.8,1503,44.7,54,0,0,0,0,0,0
1706,M16565,0.0,9100,False,M,298.1,307.8,1608,32.6,57,0,0,0,0,0,0
1707,L48886,0.0,9101,False,L,298.2,307.8,1521,42.9,60,0,0,0,0,0,0
1780,M16639,0.0,9102,False,M,298.6,308.2,1488,44.0,43,0,0,0,0,0,0
1787,L48966,0.0,9103,False,L,298.4,308.2,1618,33.0,61,0,0,0,0,0,0
1840,L49019,0.0,9104,False,L,297.7,307.1,1715,30.2,0,0,0,0,0,0,0
1841,M16700,0.0,9105,False,M,297.7,307.2,1405,43.7,2,0,0,0,0,0,0
1842,L49021,0.0,9106,False,L,297.7,307.2,1668,37.8,5,0,0,0,0,0,0
1845,M16704,0.0,9107,False,M,297.6,307.1,1471,44.9,14,0,0,0,0,0,0
1855,M16714,0.0,9108,False,M,297.6,307.2,1470,42.6,44,0,0,0,0,0,0
1857,M16716,0.0,9109,False,M,297.8,307.4,1752,26.1,52,0,0,0,0,0,0
1859,M16718,0.0,9110,False,M,297.8,307.4,1488,36.1,57,0,0,0,0,0,0
1920,L49099,0.0,9111,False,L,298.2,308.0,1658,30.0,3,0,0,0,0,0,0
1922,L49101,0.0,9112,False,L,298.1,307.9,1665,32.0,7,0,0,0,0,0,0
1932,M16791,0.0,9113,False,M,298.2,308.0,1969,21.7,32,0,0,0,0,0,0
1939,L49118,0.0,9114,False,L,298.1,307.9,1517,40.8,50,0,0,0,0,0,0
1943,L49122,0.0,9115,False,L,298.1,308.0,1456,42.4,59,0,0,0,0,0,0
1944,L49123,0.0,9116,False,L,298.1,308.0,1704,30.9,61,0,0,0,0,0,0
1945,L49124,0.0,9117,False,L,298.1,308.1,1791,27.3,63,0,0,0,0,0,0
1998,L49177,0.0,9118,False,L,298.3,308.1,1672,41.3,0,0,0,0,0,0,0
1999,H31412,0.0,9119,False,H,298.3,308.0,1637,30.8,2,0,0,0,0,0,0
2008,L49187,0.0,9120,False,L,298.6,308.4,1562,34.4,25,0,0,0,0,0,0
2009,L49188,0.0,9121,False,L,298.5,308.3,1811,24.7,27,0,0,0,0,0,0
2021,H31434,0.0,9122,False,H,298.7,308.4,1560,33.3,53,0,0,0,0,0,0
2084,H31497,0.0,9123,False,H,299.4,309.3,1743,28.2,0,0,0,0,0,0,0
2094,L49273,0.0,9124,False,L,299.4,309.2,1564,39.0,26,0,0,0,0,0,0
2171,M17030,0.0,9125,False,M,299.4,309.1,1500,43.3,10,0,0,0,0,0,0
2180,L49359,0.0,9126,False,L,299.6,309.2,1601,33.3,33,0,0,0,0,0,0
2184,M17043,0.0,9127,False,M,299.6,309.3,1577,39.8,48,0,0,0,0,0,0
2186,L49365,0.0,9128,False,L,299.8,309.4,1630,32.4,53,0,0,0,0,0,0
2187,L49366,0.0,9129,False,L,299.7,309.4,1445,42.9,55,0,0,0,0,0,0
2190,H31603,0.0,9130,False,H,299.7,309.2,1554,41.6,62,0,0,0,0,0,0
2463,L49642,0.0,9131,False,L,298.9,308.5,1742,34.5,117,0,0,0,0,0,0
2507,M17366,0.0,9132,False,M,299.2,309.1,1503,34.7,6,0,0,0,0,0,0
2510,L49689,0.0,9133,False,L,299.0,308.9,1511,35.9,16,0,0,0,0,0,0
2514,L49693,0.0,9134,False,L,299.0,308.7,1583,32.5,25,0,0,0,0,0,0
2516,L49695,0.0,9135,False,L,298.8,308.5,1490,35.0,29,0,0,0,0,0,0
2520,L49699,0.0,9136,False,L,298.8,308.6,1631,32.4,38,0,0,0,0,0,0
2522,L49701,0.0,9137,False,L,298.8,308.6,1584,34.4,42,0,0,0,0,0,0
